rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_duration,koi_depth,koi_prad,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad
207,3247396,K00121.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.0683,4.01E+02,63.66,1,6200,3.8,2.404
208,7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,1,5.073,1.20E+03,3.16,1,4919,4.566,0.721
209,5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,1,3.784,2.99E+02,2.54,1,5945,4.213,1.302
210,7678434,K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,1,3.035,1.25E+03,3.2,1,5121,4.457,0.888
211,7678434,K00892.02,,CANDIDATE,CANDIDATE,1,1.1757,2.99E+02,1.78,2,5121,4.457,0.888
212,7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,1,5.012,5.49E+02,2.66,1,6007,4.457,0.961
213,7708215,K00894.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.703,1.59E+03,4.68,1,5811,4.521,0.926
214,7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,1,7.558,3.14E+03,4.53,2,5067,4.585,0.75
215,7377033,K00882.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.1958,2.49E+04,21.58,1,5209,4.657,0.603
216,7380537,K00883.01,,CANDIDATE,CANDIDATE,0.997,2.11275,3.75E+04,12.04,1,4820,4.667,0.639
217,7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,1,2.8979,3.04E+03,4.16,1,5097,4.597,0.779
218,8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,1,3.8757,5.07E+02,3.13,1,5644,4.162,1.411
219,7434875,K00884.02,Kepler-247 d,CONFIRMED,FALSE POSITIVE,0,2.8364,1.38E+03,2.92,2,5097,4.597,0.779
220,7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,1,1.9616,5.16E+02,1.74,3,5097,4.597,0.779
221,7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,1,2.312,1.33E+03,1.72,1,3713,4.779,0.47
222,7455287,K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,1,4.3224,7.59E+02,1.29,2,3713,4.779,0.47
223,7455287,K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,0.986,2.6333,7.67E+02,1.3,3,3713,4.779,0.47
224,7458762,K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,1,2.5242,6.21E+02,2.45,1,5849,4.517,0.919
225,7552344,K00888.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.9967,1.82E+03,4.14,1,5472,4.499,0.79
226,757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,0.999,2.07004,1.61E+04,10.51,1,5332,4.5,0.843
227,7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,1,4.20241,6.91E+03,8.95,1,6214,4.442,1.076
228,7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,1,5.344,9.36E+02,3.52,1,6063,4.47,1.001
229,5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,0.635,7.41287,9.07E+03,13.16,1,6823,4.308,1.367
230,8013419,K00901.01,,CANDIDATE,CANDIDATE,1,2.2083,6.47E+03,4.87,1,3950,4.721,0.541
231,8018547,K00902.01,,CANDIDATE,CANDIDATE,0.966,6.7904,7.96E+03,4.78,1,3960,4.746,0.509
232,8039892,K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,1,4.2362,6.93E+03,6.96,1,5865,4.563,0.827
233,8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,1,1.6485,7.24E+02,1.85,1,4500,4.656,0.646
234,8150320,K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,0.997,3.95,9.43E+02,1.9,3,4500,4.656,0.646
235,11086270,K00124.01,Kepler-110 b,CONFIRMED,FALSE POSITIVE,0.415,3.7727,2.52E+02,2.57,1,5869,4.024,1.626
236,7767559,K00895.01,,FALSE POSITIVE,FALSE POSITIVE,0.228,3.8636,1.29E+04,10.95,1,5600,4.368,0.975
237,7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,1,4.0374,2.59E+03,4.14,1,5191,4.564,0.837
238,7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,1,2.9785,1.33E+03,2.96,2,5191,4.564,0.837
239,7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,1,2.0778,1.43E+04,13.12,1,5855,4.393,1.08
240,7870390,K00898.01,Kepler-83 b,CONFIRMED,CANDIDATE,1,2.4517,1.90E+03,2.23,1,3906,4.73,0.509
241,7870390,K00898.02,Kepler-83 d,CONFIRMED,CANDIDATE,1,2.153,1.04E+03,1.66,2,3906,4.73,0.509
242,5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,1,6.5093,3.66E+02,2.48,2,5945,4.213,1.302
243,7870390,K00898.03,Kepler-83 c,CONFIRMED,CANDIDATE,1,4.154,1.43E+03,2.25,3,3906,4.73,0.509
244,7907423,K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,0.999,2.1764,8.08E+02,1.16,1,3561,4.855,0.411
245,7907423,K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,0.999,1.8177,5.09E+02,0.91,2,3561,4.855,0.411
246,7907423,K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,0.998,2.4714,7.56E+02,1.11,3,3561,4.855,0.411
247,7938496,K00900.01,,CANDIDATE,CANDIDATE,1,3.048,1.31E+03,4.56,1,5942,4.327,1.142
248,8490993,K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,1,2.5833,5.39E+02,2.85,1,6077,4.471,0.999
249,8490993,K00911.02,Kepler-722 c,CONFIRMED,CANDIDATE,0.999,8.593,6.85E+02,3.43,2,6077,4.471,0.999
250,8505670,K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,1,2.9993,1.68E+03,2.34,1,4201,4.682,0.591
251,8505670,K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,1,1.915,3.62E+02,1.18,2,4201,4.682,0.591
252,8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,0.997,3.23015,1.79E+04,10.55,1,5655,4.581,0.794
253,8552202,K00914.01,,CANDIDATE,CANDIDATE,1,3.1646,5.82E+02,1.87,1,5662,4.61,0.738
254,8150320,K00904.03,Kepler-55 c,CONFIRMED,CANDIDATE,1,5.083,8.96E+02,1.85,5,4500,4.656,0.646
255,8150320,K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,1,2.2618,5.76E+02,1.62,2,4500,4.656,0.646
256,8150320,K00904.05,Kepler-55 f,CONFIRMED,CANDIDATE,0.996,2.4283,6.34E+02,1.75,4,4500,4.656,0.646
257,8180063,K00905.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.2496,1.69E+03,4.33,1,5865,4.563,0.827
258,8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,1,2.5882,8.67E+02,2.47,1,5029,4.494,0.838
259,8226994,K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,1,2.0873,7.63E+02,2.43,2,5029,4.494,0.838
260,8226994,K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,0.957,2.535,1.75E+02,1.08,3,5029,4.494,0.838
261,8247638,K00907.01,Kepler-251 c,CONFIRMED,CANDIDATE,1,4.1575,9.74E+02,2.72,1,5527,4.488,0.866
262,8247638,K00907.02,Kepler-251 d,CONFIRMED,CANDIDATE,1,5.172,1.02E+03,3.14,2,5527,4.488,0.866
263,8247638,K00907.03,Kepler-251 b,CONFIRMED,CANDIDATE,1,2.603,2.51E+02,1.36,4,5527,4.488,0.866
264,11086270,K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,1,4.819,3.63E+02,3.09,2,5869,4.024,1.626
265,8247638,K00907.04,Kepler-251 e,CONFIRMED,CANDIDATE,1,4.448,9.53E+02,2.64,3,5527,4.488,0.866
266,8255887,K00908.01,Kepler-720 b,CONFIRMED,CANDIDATE,1,3.16114,7.91E+03,10.6,1,5560,4.246,1.21
267,8256049,K00909.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.8449,4.15E+03,540.37,1,4187,4.656,0.592
268,8414716,K00910.01,Kepler-721 b,CONFIRMED,CANDIDATE,1,2.9804,1.15E+03,2.68,1,5198,4.589,0.801
269,9140402,K00928.01,,CANDIDATE,CANDIDATE,1,1.1221,8.64E+02,2.42,1,5569,4.566,0.829
270,9141746,K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,1,4.301,7.16E+03,9.66,1,6123,4.413,1.107
271,9159275,K00930.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.0134,1.70E+03,24.54,1,5525,4.603,0.753
272,9166862,K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,0.999,3.2179,1.67E+04,13.61,1,6033,4.46,1.046
273,9166870,K00932.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.183,1.03E+03,3.57,1,5936,4.501,0.965
274,11449844,K00125.01,Kepler-468 b,CONFIRMED,CANDIDATE,0.92,5.04169,2.35E+04,13.26,1,5510,4.539,0.879
275,8605074,K00915.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.30604,5.91E+04,27.22,1,6140,4.354,1.096
276,8628973,K00916.01,Kepler-724 b,CONFIRMED,CANDIDATE,1,1.8007,1.40E+03,3.94,1,5609,4.481,0.944
277,8655354,K00917.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.0231,9.70E+02,4.37,1,5931,4.479,0.866
278,8672910,K00918.01,Kepler-725 b,CONFIRMED,CANDIDATE,0.996,6.5292,1.57E+04,10.98,1,5231,4.455,0.9
279,8686150,K00919.01,,FALSE POSITIVE,FALSE POSITIVE,0,16.9422,6.61E+04,29.66,1,6257,4.41,1.147
280,8689031,K00920.01,Kepler-726 b,CONFIRMED,CANDIDATE,1,3.4097,1.14E+03,2.6,1,5481,4.629,0.708
281,8689373,K00921.01,Kepler-253 c,CONFIRMED,CANDIDATE,1,3.4366,1.11E+03,2.53,2,5196,4.593,0.775
282,8689373,K00921.02,Kepler-253 d,CONFIRMED,CANDIDATE,1,4.2309,1.51E+03,2.95,1,5196,4.593,0.775
283,8689373,K00921.03,Kepler-253 b,CONFIRMED,CANDIDATE,1,1.9012,4.26E+02,1.7,3,5196,4.593,0.775
284,8826878,K00922.01,Kepler-727 b,CONFIRMED,CANDIDATE,1,3.228,6.98E+02,2.94,1,5431,4.457,0.884
285,5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,0,11.4813,1.35E+04,20.7,1,5855,3.999,1.796
286,8883593,K00923.01,Kepler-728 b,CONFIRMED,CANDIDATE,1,3.4412,1.24E+03,3.13,1,5897,4.531,0.891
287,8951215,K00924.01,,CANDIDATE,CANDIDATE,1,2.968,1.01E+03,4.06,1,6225,4.45,1.031
288,9016295,K00925.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.23479,4.03E+04,26.56,1,6108,4.471,0.997
289,9077124,K00926.01,Kepler-729 b,CONFIRMED,CANDIDATE,1,3.3129,1.47E+03,3.82,1,6007,4.47,0.998
290,9097120,K00927.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.81881,2.10E+04,44.04,1,6192,4.503,0.924
291,9466668,K00939.01,Kepler-256 c,CONFIRMED,CANDIDATE,1,2.6849,2.80E+02,2.11,1,5553,4.221,1.25
292,9466668,K00939.02,Kepler-256 d,CONFIRMED,CANDIDATE,1,3.1915,2.74E+02,2.06,2,5553,4.221,1.25
293,9466668,K00939.03,Kepler-256 b,CONFIRMED,CANDIDATE,1,2.1888,1.60E+02,1.57,3,5553,4.221,1.25
294,9466668,K00939.04,Kepler-256 e,CONFIRMED,CANDIDATE,1,3.605,3.08E+02,2.3,4,5553,4.221,1.25
295,9479273,K00940.01,Kepler-734 b,CONFIRMED,CANDIDATE,1,4.6912,2.09E+03,3.18,1,5085,4.584,0.712
296,8359498,K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,0.999,2.91089,1.14E+04,10.43,1,5524,4.421,0.994
297,9171801,K00933.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.119,1.04E+03,23.88,1,5450,4.552,0.811
298,9334289,K00934.01,Kepler-254 b,CONFIRMED,CANDIDATE,1,2.9183,1.54E+03,4.09,1,5561,4.362,1.06
299,9334289,K00934.02,Kepler-254 c,CONFIRMED,CANDIDATE,0.998,3.739,6.11E+02,2.58,3,5561,4.362,1.06
300,9334289,K00934.03,Kepler-254 d,CONFIRMED,CANDIDATE,1,3.895,7.97E+02,3.05,2,5561,4.362,1.06
301,9347899,K00935.01,Kepler-31 b,CONFIRMED,CANDIDATE,1,5.1937,1.91E+03,5.5,1,6035,4.22,1.257
302,9347899,K00935.02,Kepler-31 c,CONFIRMED,CANDIDATE,1,6.1998,1.72E+03,5.22,2,6035,4.22,1.257
303,9347899,K00935.03,Kepler-31 d,CONFIRMED,CANDIDATE,0.973,8.871,1.01E+03,4,3,6035,4.22,1.257
304,9347899,K00935.04,,CANDIDATE,CANDIDATE,0.975,3.8692,2.34E+02,1.94,4,6035,4.22,1.257
305,9388479,K00936.01,Kepler-732 b,CONFIRMED,CANDIDATE,0.953,2.4327,2.24E+03,2.13,1,3582,4.807,0.458
306,9388479,K00936.02,Kepler-732 c,CONFIRMED,CANDIDATE,0.704,1.0981,7.42E+02,1.24,2,3582,4.807,0.458
307,11359879,K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,0.996,3.25346,1.11E+04,10.62,1,5514,4.459,0.978
308,9406990,K00937.01,Kepler-733 b,CONFIRMED,CANDIDATE,1,4.0454,9.88E+02,2.74,1,5537,4.549,0.88
309,9415172,K00938.01,Kepler-255 c,CONFIRMED,CANDIDATE,1,3.3862,9.95E+02,3.12,1,5344,4.365,1.013
310,9415172,K00938.02,Kepler-255 d,CONFIRMED,CANDIDATE,0.998,1.8955,2.13E+02,1.45,2,5344,4.365,1.013
311,9415172,K00938.03,Kepler-255 b,CONFIRMED,CANDIDATE,0.949,2.336,2.98E+02,1.78,3,5344,4.365,1.013
312,9904059,K00145.01,,CANDIDATE,CANDIDATE,1,15.735,1.90E+03,39,1,5047,3.066,7.119
313,3231341,K01102.02,Kepler-24 b,CONFIRMED,CANDIDATE,1,5.073,4.47E+02,3.43,2,5896,4.197,1.24
314,3231341,K01102.03,Kepler-24 e,CONFIRMED,CANDIDATE,1,4.529,4.31E+02,43.17,3,5896,4.197,1.24
315,3231341,K01102.04,Kepler-24 d,CONFIRMED,CANDIDATE,0.999,3.282,1.74E+02,2.07,5,5896,4.197,1.24
316,2860866,K01103.01,,CANDIDATE,CANDIDATE,1,11.649,3.02E+03,7.12,1,6520,4.375,1.215
317,7626506,K00150.02,Kepler-112 c,CONFIRMED,CANDIDATE,1,4.9427,8.25E+02,2.32,2,5551,4.508,0.812
318,10460629,K01168.01,,CANDIDATE,CANDIDATE,,23.144,8.58E+02,3.87,,6449,4.232,1.309
319,10319385,K01169.01,,CANDIDATE,CANDIDATE,1,1.6169,1.95E+02,1.32,1,5630,4.505,0.954
320,10482160,K01170.01,,CANDIDATE,CANDIDATE,0.965,1.1784,5.74E+02,1.84,1,5757,4.597,0.762
321,10485069,K01171.01,,FALSE POSITIVE,FALSE POSITIVE,,3.539,1.87E+02,35.74,1,6167,4.444,1.064
322,3233043,K00966.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.86896,1.97E+03,59.56,1,5075,3.892,1.783
323,6579806,K00967.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.78458,1.85E+04,23.6,1,6113,4.512,0.917
324,3560301,K00968.01,,FALSE POSITIVE,FALSE POSITIVE,0,38.1939,1.28E+02,5.06,1,6980,3.577,3.482
325,4044005,K00969.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.8248,4.51E+03,13.66,1,6224,4.33,1.132
326,11502218,K00970.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.7376,6.74E+02,34.39,1,4813,2.472,13.652
327,11180361,K00971.01,,CANDIDATE,CANDIDATE,1,1.8621,1.50E+03,133.56,1,8523,3.559,4.051
328,5802246,K01044.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.1441,7.48E+02,23.61,1,5582,4.497,0.846
329,6066403,K01045.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.0541,5.98E+02,27.85,1,5758,4.475,0.902
330,6209637,K01046.01,,FALSE POSITIVE,FALSE POSITIVE,,6.7,,,,,,
331,5988031,K01047.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.083,1.14E+02,23.35,1,5948,4.508,0.901
332,7684873,K00014.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.0911,4.33E+02,403.59,1,8090,4.002,2.234
333,8559644,K00139.01,Kepler-111 c,CONFIRMED,CANDIDATE,1,11.1899,3.49E+03,7.67,1,5873,4.293,1.235
334,2851100,K01104.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.8774,3.22E+02,1.25,1,4768,4.628,0.711
335,3130300,K01105.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.924,2.48E+02,7.47,1,5772,3.364,4.434
336,3240158,K01106.01,Kepler-769 b,CONFIRMED,CANDIDATE,1,3.6379,4.43E+02,2.47,1,6049,4.353,1.176
337,3240158,K01106.02,Kepler-769 c,CONFIRMED,CANDIDATE,0.989,4.158,1.79E+02,1.62,2,6049,4.353,1.176
338,3228959,K01107.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.32,2.50E+02,17.12,1,5901,4.553,0.848
339,3218908,K01108.01,Kepler-770 b,CONFIRMED,CANDIDATE,1,3.9835,6.41E+02,13.92,1,4941,3.317,4.885
340,10341913,K01172.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.256,1.86E+02,3.22,1,6215,3.849,2.188
341,10480921,K01173.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.442,1.19E+02,1.19,1,6253,4.415,1.015
342,10287723,K01174.01,,CANDIDATE,CANDIDATE,,9.408,1.47E+03,2.99,,4500,4.572,0.726
343,10350571,K01175.01,Kepler-784 b,CONFIRMED,CANDIDATE,0.994,13.566,1.45E+02,1.78,2,5676,4.1,1.487
344,3749365,K01176.01,Kepler-785 b,CONFIRMED,CANDIDATE,0.998,1.82542,3.02E+04,8.78,1,3807,4.762,0.503
345,11013201,K00972.01,,CANDIDATE,CANDIDATE,0.632,4.3045,3.72E+02,8.25,1,7221,3.488,4.24
346,11673674,K00133.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.9957,4.40E+03,7.48,1,6013,4.381,1.033
347,11013201,K00972.02,,FALSE POSITIVE,FALSE POSITIVE,0,3.8417,4.22E+01,2.78,2,7221,3.488,4.24
348,9414417,K00974.01,,CANDIDATE,CANDIDATE,0.999,10.5616,1.96E+02,2.52,1,6247,4.016,1.762
349,3632418,K00975.01,Kepler-21 A b,CONFIRMED,CANDIDATE,1,3.5599,6.89E+01,1.69,1,6202,4.026,1.733
350,3441784,K00976.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.7507,2.69E+04,78.54,1,7240,4.178,1.717
351,5820218,K01048.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.158,5.71E+02,14.71,1,3995,4.71,0.561
352,5876368,K01049.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.0801,3.25E+02,1.45,1,5791,4.575,0.802
353,5809890,K01050.01,Kepler-755 b,CONFIRMED,CANDIDATE,1,1.4647,3.41E+02,1.41,1,5041,4.576,0.766
354,6131236,K01051.01,,CANDIDATE,CANDIDATE,1,3.1702,3.93E+02,2.01,1,6061,4.486,0.97
355,9048161,K00146.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.9658,2.12E+03,67.37,1,6266,3.923,1.889
356,3218908,K01108.02,Kepler-770 c,CONFIRMED,CANDIDATE,0.993,2.3155,1.55E+02,5.88,3,4941,3.317,4.885
357,3218908,K01108.03,Kepler-770 d,CONFIRMED,CANDIDATE,1,2.5755,2.23E+02,7.62,4,4941,3.317,4.885
358,3235672,K01109.01,,FALSE POSITIVE,FALSE POSITIVE,,7.46,,,,,,
359,2837111,K01110.01,Kepler-771 b,CONFIRMED,CANDIDATE,0.995,4.49,2.71E+02,1.59,1,5982,4.493,0.96
360,3120276,K01111.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.733,4.00E+02,1.81,1,5699,4.553,0.853
361,2307199,K00151.01,,CANDIDATE,CANDIDATE,0.752,3.0454,1.43E+03,5.24,1,6276,4.405,1.041
362,3547091,K01177.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.5903,1.80E+04,25.89,1,5534,4.629,0.707
363,3869825,K01178.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.0419,1.53E+04,16.91,1,6715,4.347,1.241
364,3655332,K01179.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.9885,3.63E+04,56.44,1,5751,4.028,1.626
365,4042026,K01180.01,,FALSE POSITIVE,FALSE POSITIVE,0,11.1711,1.88E+04,11.36,1,5114,4.522,0.784
366,3344419,K01181.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.0141,2.78E+03,33.65,2,5555,4.375,1.061
367,11192141,K00977.01,,CANDIDATE,CANDIDATE,1,7.012,1.35E+03,430.99,1,4283,2.012,15.76
368,11494130,K00978.01,,FALSE POSITIVE,FALSE POSITIVE,0,24.249,8.68E+02,71.39,1,6362,3.761,2.534
369,5648449,K00979.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.2797,6.26E+02,2436.69,1,3598,0.65,101.451
370,12167361,K00980.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.6897,2.14E+03,68.02,1,8214,4.104,1.938
371,8607720,K00981.01,,FALSE POSITIVE,FALSE POSITIVE,,3.686,3.28E+01,2.98,,5066,3.122,5.324
372,1433962,K00982.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.5605,6.33E+02,1.56,1,4506,4.626,0.651
373,9032900,K00134.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.249,4.16E+03,12.1,2,6038,4.082,1.744
374,5956342,K01052.01,Kepler-265 c,CONFIRMED,CANDIDATE,1,4.645,5.69E+02,2.54,1,5839,4.327,1.067
375,5956342,K01052.02,Kepler-265 b,CONFIRMED,CANDIDATE,0.945,3.529,2.47E+02,1.67,2,5839,4.327,1.067
376,5956342,K01052.03,Kepler-265 e,CONFIRMED,CANDIDATE,0.765,7.358,5.08E+02,2.39,3,5839,4.327,1.067
377,5956342,K01052.04,Kepler-265 d,CONFIRMED,CANDIDATE,0.815,3.198,4.48E+02,2.39,4,5839,4.327,1.067
378,5956656,K01053.01,Kepler-756 b,CONFIRMED,CANDIDATE,0.999,1.7086,1.96E+02,1.54,1,5553,4.32,1.107
379,3109930,K01112.01,,CANDIDATE,CANDIDATE,0.931,8.733,5.70E+02,2.33,1,6085,4.451,0.973
380,2854914,K01113.01,Kepler-268 b,CONFIRMED,CANDIDATE,1,4.6142,4.15E+02,2.48,1,5952,4.287,1.225
381,2854914,K01113.02,Kepler-268 c,CONFIRMED,CANDIDATE,0.912,6.536,5.03E+02,2.73,2,5952,4.287,1.225
382,3337425,K01114.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.926,4.01E+02,25.2,1,5766,4.363,1.068
383,3116412,K01115.01,Kepler-772 b,CONFIRMED,CANDIDATE,0.989,6.0175,2.71E+02,2.03,1,5765,4.236,1.242
384,3865567,K01182.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.211,4.84E+03,8.96,1,6122,4.471,0.996
385,3544689,K01183.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.5734,1.92E+03,5.09,1,5778,4.531,0.911
386,4037164,K01184.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.8592,2.55E+03,19,1,3920,4.7,0.55
387,3443790,K01185.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.8946,2.01E+03,97.27,1,6261,3.686,2.789
388,3966912,K01186.01,,FALSE POSITIVE,FALSE POSITIVE,0,23.546,3.41E+03,34.14,1,5587,4.528,0.853
389,8394721,K00152.01,Kepler-79 d,CONFIRMED,CANDIDATE,0.994,8.6388,2.89E+03,7.14,1,6198,4.237,1.324
390,11607193,K00983.01,,FALSE POSITIVE,FALSE POSITIVE,,7.694,7.80E+02,7.41,,7443,4.166,1.739
391,1161345,K00984.01,,CANDIDATE,CANDIDATE,0.711,1.5693,7.90E+02,2.29,1,5296,4.576,0.815
392,10227501,K00985.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.231,2.61E+02,1.42,1,5346,4.44,0.892
393,2854698,K00986.01,Kepler-260 b,CONFIRMED,CANDIDATE,1,3.0472,5.18E+02,1.92,1,5251,4.494,0.849
394,2854698,K00986.02,Kepler-260 c,CONFIRMED,CANDIDATE,0.881,7.158,4.46E+02,1.75,2,5251,4.494,0.849
395,8559644,K00139.02,Kepler-111 b,CONFIRMED,CANDIDATE,1,2.9254,1.78E+02,1.67,2,5873,4.293,1.235
396,6032981,K01054.01,,FALSE POSITIVE,FALSE POSITIVE,,3.568,7.87E+01,15.33,,5234,2.41,16.959
397,5866099,K01055.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.737,1.27E+03,38.6,1,5589,4.193,1.239
398,5964985,K01056.01,,FALSE POSITIVE,FALSE POSITIVE,,10.232,2.33E+02,20.42,,7117,4.176,1.469
399,6066416,K01057.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.8239,3.67E+01,0.98,1,6802,4.103,1.521
400,1996679,K00147.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.4126,2.93E+03,40.15,1,6148,4.346,1.095
401,2849805,K01116.01,Kepler-773 b,CONFIRMED,CANDIDATE,1,1.9826,1.83E+02,1.68,1,5751,4.447,0.983
402,3114811,K01117.01,Kepler-774 b,CONFIRMED,CANDIDATE,1,6.2877,1.48E+02,3.51,1,6353,3.698,2.867
403,2853446,K01118.01,,CANDIDATE,CANDIDATE,1,2.172,2.05E+02,2.67,1,5973,4.371,1.07
404,3003992,K01119.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.3145,5.80E+01,0.65,1,5370,4.494,0.874
405,3942446,K01193.01,,CANDIDATE,CANDIDATE,1,3.1188,5.37E+03,10.4,1,5697,4.392,0.92
406,3554031,K01194.01,Kepler-415 c,CONFIRMED,CANDIDATE,1,2.4904,1.42E+03,2.01,1,4362,4.722,0.554
407,3554031,K01194.02,,FALSE POSITIVE,FALSE POSITIVE,0,3.161,8.40E+02,1.57,3,4362,4.722,0.554
408,3554031,K01194.03,Kepler-415 b,CONFIRMED,CANDIDATE,0.999,2.335,5.32E+02,1.23,2,4362,4.722,0.554
409,8394721,K00152.02,Kepler-79 c,CONFIRMED,CANDIDATE,1,6.8491,7.48E+02,3.63,3,6198,4.237,1.324
410,7295235,K00987.01,Kepler-743 b,CONFIRMED,CANDIDATE,1,1.0246,2.01E+02,1.21,1,5511,4.554,0.857
411,2302548,K00988.01,Kepler-261 b,CONFIRMED,CANDIDATE,1,2.715,8.02E+02,2.18,1,5095,4.566,0.78
412,2302548,K00988.02,Kepler-261 c,CONFIRMED,CANDIDATE,1,3.587,7.64E+02,2.82,2,5095,4.566,0.78
413,10743597,K00989.01,,FALSE POSITIVE,FALSE POSITIVE,,4.1135,9.88E+03,16.59,,5619,4.536,0.874
414,10743597,K00989.02,,FALSE POSITIVE,FALSE POSITIVE,0,2.0799,1.15E+03,2.92,1,5619,4.536,0.874
415,9818381,K00135.01,Kepler-43 b,CONFIRMED,CANDIDATE,1,2.8021,7.77E+03,12.14,1,6063,4.261,1.358
